program	os	interpreter	time
29	mac	python	0.0207870006561
29	mac	python	0.0214359760284
29	mac	python	0.0212359428406
29	mac	python	0.0239450931549
29	mac	python	0.024386882782
30	mac	python	6.54262304306
30	mac	python	6.53814888
30	mac	python	6.54527497292
30	mac	python	6.5435988903
30	mac	python	6.56581401825
30	mac	python	6.57237291336
30	mac	python	6.56271386147
30	mac	python	6.5638449192
30	mac	python	6.60350704193
30	mac	python	6.56885194778
31	mac	python	0.000195026397705
31	mac	python	0.000195026397705
31	mac	python	0.000194072723389
31	mac	python	0.000194072723389
31	mac	python	0.000195026397705
31	mac	python	0.000194072723389
31	mac	python	0.000194072723389
31	mac	python	0.000194072723389
31	mac	python	0.00019383430481
31	mac	python	0.000195026397705
32	mac	python	0.241811990738
32	mac	python	0.240711212158
32	mac	python	0.242078065872
32	mac	python	0.240803003311
32	mac	python	0.24333190918
32	mac	python	0.243588924408
32	mac	python	0.247241973877
32	mac	python	0.240744113922
32	mac	python	0.24239397049
32	mac	python	0.240602970123
33	mac	python	0.00160598754883
33	mac	python	0.00161004066467
33	mac	python	0.00161194801331
33	mac	python	0.00159907341003
33	mac	python	0.00160813331604
33	mac	python	0.00179886817932
33	mac	python	0.00218391418457
33	mac	python	0.00174784660339
33	mac	python	0.00160503387451
33	mac	python	0.0016040802002
34	mac	python	5.302339077
34	mac	python	5.31105399132
34	mac	python	5.30261611938
34	mac	python	5.32187891006
34	mac	python	5.30489778519
34	mac	python	5.30180811882
34	mac	python	5.2976911068
34	mac	python	5.30669498444
34	mac	python	5.30582380295
34	mac	python	5.30084300041
35	mac	python	2.74408698082
35	mac	python	2.74576401711
35	mac	python	2.74247097969
35	mac	python	2.73656606674
35	mac	python	2.74719691277
35	mac	python	2.73431301117
35	mac	python	2.75783395767
35	mac	python	2.7393989563
35	mac	python	2.75428819656
35	mac	python	2.72967100143
36	mac	python	0.734336853027
36	mac	python	0.735279083252
36	mac	python	0.735565900803
36	mac	python	0.733412981033
36	mac	python	0.733103990555
36	mac	python	0.738516807556
36	mac	python	0.737972974777
36	mac	python	0.736330032349
36	mac	python	0.745474100113
36	mac	python	0.736485004425
37	mac	python	2.51147699356
37	mac	python	2.51154398918
37	mac	python	2.518460989
37	mac	python	2.50922894478
37	mac	python	2.50797700882
37	mac	python	2.51032781601
37	mac	python	2.50700902939
37	mac	python	2.52023696899
37	mac	python	2.50916409492
37	mac	python	2.50942611694
38	mac	python	0.0537099838257
38	mac	python	0.0536170005798
38	mac	python	0.0547168254852
38	mac	python	0.0548188686371
38	mac	python	0.0532419681549
38	mac	python	0.0544450283051
38	mac	python	0.053747177124
38	mac	python	0.053661108017
38	mac	python	0.0536370277405
38	mac	python	0.053484916687
39	mac	python	6.81959104538
39	mac	python	6.81888103485
39	mac	python	6.78395414352
39	mac	python	6.78240609169
39	mac	python	6.78354787827
39	mac	python	6.77143597603
39	mac	python	6.78529500961
39	mac	python	6.79860901833
39	mac	python	6.76689291
39	mac	python	6.78265094757
40	mac	python	0.366089820862
40	mac	python	0.373590946198
40	mac	python	0.369434833527
40	mac	python	0.367629051208
40	mac	python	0.37356710434
40	mac	python	0.373548984528
40	mac	python	0.369014978409
40	mac	python	0.369078874588
40	mac	python	0.366894006729
40	mac	python	0.369908094406
41	mac	python	2.84078502655
41	mac	python	2.84084582329
41	mac	python	2.83889985085
41	mac	python	2.83319783211
41	mac	python	2.85492682457
41	mac	python	2.85255908966
41	mac	python	2.83896207809
41	mac	python	2.8348801136
41	mac	python	2.82911610603
41	mac	python	2.84773683548
42	mac	python	0.00711297988892
42	mac	python	0.00712108612061
42	mac	python	0.00711798667908
42	mac	python	0.00710511207581
42	mac	python	0.00711107254028
42	mac	python	0.00711512565613
42	mac	python	0.00711798667908
42	mac	python	0.0071120262146
42	mac	python	0.00711798667908
42	mac	python	0.00711607933044
44	mac	python	24.1707019806
44	mac	python	24.1244080067
44	mac	python	24.1006970406
44	mac	python	24.1189498901
44	mac	python	24.1219918728
44	mac	python	24.0810530186
44	mac	python	24.0957078934
44	mac	python	24.133056879
44	mac	python	24.0940458775
44	mac	python	24.0828001499
45	mac	python	0.110481977463
45	mac	python	0.109165906906
45	mac	python	0.109633207321
45	mac	python	0.110327959061
45	mac	python	0.109158039093
45	mac	python	0.11106801033
45	mac	python	0.110078811646
45	mac	python	0.114773035049
45	mac	python	0.109466075897
45	mac	python	0.109652042389
46	mac	python	0.0575180053711
46	mac	python	0.0576159954071
46	mac	python	0.0575611591339
46	mac	python	0.0575358867645
46	mac	python	0.0575151443481
46	mac	python	0.0576651096344
46	mac	python	0.0576829910278
46	mac	python	0.0581519603729
46	mac	python	0.0584709644318
46	mac	python	0.0575151443481
47	mac	python	0.265769958496
47	mac	python	0.268079996109
47	mac	python	0.265064954758
47	mac	python	0.267934083939
47	mac	python	0.266471147537
47	mac	python	0.26863694191
47	mac	python	0.268154859543
47	mac	python	0.267267942429
47	mac	python	0.265846014023
47	mac	python	0.269126176834
48	mac	python	0.00435400009155
48	mac	python	0.00435495376587
48	mac	python	0.0043580532074
48	mac	python	0.00435709953308
48	mac	python	0.00435209274292
48	mac	python	0.00435090065002
48	mac	python	0.004390001297
48	mac	python	0.00435400009155
48	mac	python	0.00435590744019
48	mac	python	0.00436019897461
49	mac	python	1.27883005142
49	mac	python	1.29415488243
49	mac	python	1.28754496574
49	mac	python	1.2883450985
49	mac	python	1.30542087555
49	mac	python	1.27485203743
49	mac	python	1.27211403847
49	mac	python	1.27769303322
49	mac	python	1.27726101875
49	mac	python	1.27271699905
50	mac	python	0.75986790657
50	mac	python	0.764328956604
50	mac	python	0.75587105751
50	mac	python	0.753889083862
50	mac	python	0.757173061371
50	mac	python	0.752094984055
50	mac	python	0.754010915756
50	mac	python	0.775379180908
50	mac	python	0.761296033859
50	mac	python	0.757739067078
51	mac	python	11.8486630917
51	mac	python	11.8816559315
51	mac	python	11.9114429951
51	mac	python	11.8299870491
51	mac	python	11.5820300579
51	mac	python	11.5405271053
51	mac	python	11.6750609875
51	mac	python	11.7253358364
51	mac	python	11.8832881451
51	mac	python	11.6281569004
52	mac	python	0.689249992371
52	mac	python	0.693579912186
52	mac	python	0.694712877274
52	mac	python	0.695590019226
52	mac	python	0.696213960648
52	mac	python	0.686514139175
52	mac	python	0.686937093735
52	mac	python	0.691826105118
52	mac	python	0.688889980316
52	mac	python	0.684523105621
53	mac	python	0.0631091594696
53	mac	python	0.0631401538849
53	mac	python	0.0638239383698
53	mac	python	0.0644559860229
53	mac	python	0.0631060600281
53	mac	python	0.0631849765778
53	mac	python	0.0632379055023
53	mac	python	0.063225030899
53	mac	python	0.0630810260773
53	mac	python	0.0631499290466
54	mac	python	0.120712041855
54	mac	python	0.120593070984
54	mac	python	0.120859861374
54	mac	python	0.122520923615
54	mac	python	0.121006965637
54	mac	python	0.12038397789
54	mac	python	0.120343923569
54	mac	python	0.126218795776
54	mac	python	0.121183872223
54	mac	python	0.121068000793
55	mac	python	0.110773801804
55	mac	python	0.106977939606
55	mac	python	0.106861829758
55	mac	python	0.110790967941
55	mac	python	0.108787059784
55	mac	python	0.1084420681
55	mac	python	0.107063055038
55	mac	python	0.107902050018
55	mac	python	0.109417915344
55	mac	python	0.10919213295
56	mac	python	0.659898996353
56	mac	python	0.667152881622
56	mac	python	0.667013883591
56	mac	python	0.666182994843
56	mac	python	0.667955160141
56	mac	python	0.665704011917
56	mac	python	0.658597946167
56	mac	python	0.657222986221
56	mac	python	0.664151191711
56	mac	python	0.662337064743
57	mac	python	0.00367593765259
57	mac	python	0.00366997718811
57	mac	python	0.00367403030396
57	mac	python	0.00367212295532
57	mac	python	0.00367498397827
57	mac	python	0.00366401672363
57	mac	python	0.0036609172821
57	mac	python	0.0036768913269
57	mac	python	0.00367212295532
57	mac	python	0.00367403030396
58	mac	python	6.33544802666
58	mac	python	6.61942887306
58	mac	python	6.48524904251
58	mac	python	6.48341012001
58	mac	python	6.4944190979
58	mac	python	6.42971801758
58	mac	python	6.51679801941
58	mac	python	6.39554309845
58	mac	python	6.61758613586
58	mac	python	6.36953377724
59	mac	python	9.36345791817
59	mac	python	9.41229891777
59	mac	python	9.35894584656
59	mac	python	9.53392696381
59	mac	python	9.40763783455
59	mac	python	9.30213689804
59	mac	python	9.37046790123
59	mac	python	9.27868700027
59	mac	python	9.46696400642
59	mac	python	9.26565098763
61	mac	python	0.00565719604492
61	mac	python	0.00556898117065
61	mac	python	0.0055570602417
61	mac	python	0.00661110877991
61	mac	python	0.00547003746033
61	mac	python	0.00546598434448
61	mac	python	0.00551605224609
61	mac	python	0.00556111335754
61	mac	python	0.00556993484497
61	mac	python	0.00559401512146
62	mac	python	0.156097888947
62	mac	python	0.155423879623
62	mac	python	0.151775836945
62	mac	python	0.15908408165
62	mac	python	0.151772975922
62	mac	python	0.163084983826
62	mac	python	0.157315015793
62	mac	python	0.154178857803
62	mac	python	0.151911020279
62	mac	python	0.152929067612
63	mac	python	9.89437103271e-05
63	mac	python	9.79900360107e-05
63	mac	python	9.79900360107e-05
63	mac	python	9.89437103271e-05
63	mac	python	9.79900360107e-05
63	mac	python	9.79900360107e-05
63	mac	python	9.79900360107e-05
63	mac	python	0.00010085105896
63	mac	python	0.000105142593384
63	mac	python	9.89437103271e-05
64	mac	python	4.14889478683
64	mac	python	4.093791008
64	mac	python	4.15327000618
64	mac	python	4.15461587906
64	mac	python	3.93658804893
64	mac	python	4.0618929863
64	mac	python	4.12853908539
64	mac	python	4.10952210426
64	mac	python	4.11111903191
64	mac	python	4.04750585556
1	mac	python3	0.00029206275939941406
1	mac	python3	0.0002930164337158203
1	mac	python3	0.00029206275939941406
1	mac	python3	0.00029206275939941406
1	mac	python3	0.00029206275939941406
1	mac	python3	0.0002930164337158203
1	mac	python3	0.0002930164337158203
1	mac	python3	0.0002930164337158203
1	mac	python3	0.0002930164337158203
1	mac	python3	0.0002930164337158203
2	mac	python3	9.059906005859375e-06
2	mac	python3	9.059906005859375e-06
2	mac	python3	9.059906005859375e-06
2	mac	python3	7.867813110351562e-06
2	mac	python3	9.059906005859375e-06
2	mac	python3	8.106231689453125e-06
2	mac	python3	7.867813110351562e-06
2	mac	python3	9.059906005859375e-06
2	mac	python3	8.106231689453125e-06
2	mac	python3	7.867813110351562e-06
3	mac	python3	0.0004591941833496094
3	mac	python3	0.0004601478576660156
3	mac	python3	0.00045990943908691406
3	mac	python3	0.0004601478576660156
3	mac	python3	0.0004589557647705078
3	mac	python3	0.0004601478576660156
3	mac	python3	0.00045990943908691406
3	mac	python3	0.00045990943908691406
3	mac	python3	0.0005280971527099609
3	mac	python3	0.0004661083221435547
4	mac	python3	0.5120270252227783
4	mac	python3	0.5126438140869141
4	mac	python3	0.513329029083252
4	mac	python3	0.5186150074005127
4	mac	python3	0.5126969814300537
4	mac	python3	0.5171661376953125
4	mac	python3	0.5111401081085205
4	mac	python3	0.5030479431152344
4	mac	python3	0.48998212814331055
4	mac	python3	0.4918839931488037
5	mac	python3	6.4849853515625e-05
5	mac	python3	6.389617919921875e-05
5	mac	python3	6.413459777832031e-05
5	mac	python3	6.389617919921875e-05
5	mac	python3	6.413459777832031e-05
5	mac	python3	6.508827209472656e-05
5	mac	python3	6.389617919921875e-05
5	mac	python3	6.413459777832031e-05
5	mac	python3	6.389617919921875e-05
5	mac	python3	6.413459777832031e-05
6	mac	python3	6.198883056640625e-05
6	mac	python3	6.198883056640625e-05
6	mac	python3	6.079673767089844e-05
6	mac	python3	6.103515625e-05
6	mac	python3	6.198883056640625e-05
6	mac	python3	6.103515625e-05
6	mac	python3	6.079673767089844e-05
6	mac	python3	6.103515625e-05
6	mac	python3	6.198883056640625e-05
6	mac	python3	6.079673767089844e-05
7	mac	python3	0.6949138641357422
7	mac	python3	0.691627025604248
7	mac	python3	0.693579912185669
7	mac	python3	0.6767330169677734
7	mac	python3	0.673241138458252
7	mac	python3	0.6838369369506836
7	mac	python3	0.6664049625396729
7	mac	python3	0.662280797958374
7	mac	python3	0.6669371128082275
7	mac	python3	0.6733121871948242
8	mac	python3	0.00495600700378418
8	mac	python3	0.004956960678100586
8	mac	python3	0.0049591064453125
8	mac	python3	0.00495600700378418
8	mac	python3	0.004954814910888672
8	mac	python3	0.004954814910888672
8	mac	python3	0.004956960678100586
8	mac	python3	0.004952907562255859
8	mac	python3	0.004961967468261719
8	mac	python3	0.004954814910888672
9	mac	python3	0.07077383995056152
9	mac	python3	0.07048296928405762
9	mac	python3	0.07055091857910156
9	mac	python3	0.07148408889770508
9	mac	python3	0.07083415985107422
9	mac	python3	0.07291221618652344
9	mac	python3	0.07051897048950195
9	mac	python3	0.07062506675720215
9	mac	python3	0.07250499725341797
9	mac	python3	0.07050108909606934
10	mac	python3	0.570601224899292
10	mac	python3	0.579902172088623
10	mac	python3	0.5798180103302002
10	mac	python3	0.5790340900421143
10	mac	python3	0.5960462093353271
10	mac	python3	0.5971379280090332
10	mac	python3	0.5889401435852051
10	mac	python3	0.6075901985168457
10	mac	python3	0.5983588695526123
10	mac	python3	0.5982060432434082
11	mac	python3	0.002910137176513672
11	mac	python3	0.002910137176513672
11	mac	python3	0.002914905548095703
11	mac	python3	0.002905130386352539
11	mac	python3	0.0029108524322509766
11	mac	python3	0.002917051315307617
11	mac	python3	0.002910137176513672
11	mac	python3	0.0029120445251464844
11	mac	python3	0.0029129981994628906
11	mac	python3	0.002998828887939453
12	mac	python3	9.47328495979309
12	mac	python3	9.32200288772583
12	mac	python3	9.612473011016846
12	mac	python3	9.301434993743896
12	mac	python3	9.45626711845398
12	mac	python3	9.498316049575806
12	mac	python3	9.36138916015625
12	mac	python3	9.554334163665771
12	mac	python3	9.348704099655151
12	mac	python3	9.560620069503784
13	mac	python3	7.152557373046875e-06
13	mac	python3	6.9141387939453125e-06
13	mac	python3	7.152557373046875e-06
13	mac	python3	6.9141387939453125e-06
13	mac	python3	6.9141387939453125e-06
13	mac	python3	6.9141387939453125e-06
13	mac	python3	6.9141387939453125e-06
13	mac	python3	7.152557373046875e-06
13	mac	python3	6.9141387939453125e-06
13	mac	python3	6.9141387939453125e-06
15	mac	python3	5.0067901611328125e-06
15	mac	python3	3.814697265625e-06
15	mac	python3	3.814697265625e-06
15	mac	python3	3.814697265625e-06
15	mac	python3	5.0067901611328125e-06
15	mac	python3	4.0531158447265625e-06
15	mac	python3	4.0531158447265625e-06
15	mac	python3	4.76837158203125e-06
15	mac	python3	4.0531158447265625e-06
15	mac	python3	5.0067901611328125e-06
16	mac	python3	0.00011396408081054688
16	mac	python3	0.00011396408081054688
16	mac	python3	0.00011277198791503906
16	mac	python3	0.00011420249938964844
16	mac	python3	0.00011301040649414062
16	mac	python3	0.00011301040649414062
16	mac	python3	0.00011396408081054688
16	mac	python3	0.00011301040649414062
16	mac	python3	0.00011301040649414062
16	mac	python3	0.00011301040649414062
17	mac	python3	0.0019299983978271484
17	mac	python3	0.001928091049194336
17	mac	python3	0.0019290447235107422
17	mac	python3	0.0019278526306152344
17	mac	python3	0.0019371509552001953
17	mac	python3	0.0019299983978271484
17	mac	python3	0.0019309520721435547
17	mac	python3	0.0019290447235107422
17	mac	python3	0.001928091049194336
17	mac	python3	0.0019290447235107422
18	mac	python3	9.202957153320312e-05
18	mac	python3	9.202957153320312e-05
18	mac	python3	9.107589721679688e-05
18	mac	python3	9.107589721679688e-05
18	mac	python3	9.107589721679688e-05
18	mac	python3	9.107589721679688e-05
18	mac	python3	9.107589721679688e-05
18	mac	python3	9.202957153320312e-05
18	mac	python3	9.202957153320312e-05
18	mac	python3	9.179115295410156e-05
19	mac	python3	0.0006740093231201172
19	mac	python3	0.0006749629974365234
19	mac	python3	0.0006730556488037109
19	mac	python3	0.0006730556488037109
19	mac	python3	0.0006740093231201172
19	mac	python3	0.0006730556488037109
19	mac	python3	0.0006730556488037109
19	mac	python3	0.0006728172302246094
19	mac	python3	0.0006730556488037109
19	mac	python3	0.0006721019744873047
20	mac	python3	7.891654968261719e-05
20	mac	python3	7.891654968261719e-05
20	mac	python3	7.915496826171875e-05
20	mac	python3	7.891654968261719e-05
20	mac	python3	7.891654968261719e-05
20	mac	python3	7.891654968261719e-05
20	mac	python3	7.915496826171875e-05
20	mac	python3	7.891654968261719e-05
20	mac	python3	7.891654968261719e-05
20	mac	python3	0.0001361370086669922
21	mac	python3	0.021993160247802734
21	mac	python3	0.021171092987060547
21	mac	python3	0.021129131317138672
21	mac	python3	0.021144866943359375
21	mac	python3	0.021169185638427734
21	mac	python3	0.021149873733520508
21	mac	python3	0.022607088088989258
21	mac	python3	0.021135807037353516
21	mac	python3	0.02288985252380371
21	mac	python3	0.021120071411132812
22	mac	python3	0.014812946319580078
22	mac	python3	0.014811992645263672
22	mac	python3	0.014812946319580078
22	mac	python3	0.014807939529418945
22	mac	python3	0.014811992645263672
22	mac	python3	0.014807939529418945
22	mac	python3	0.01480412483215332
22	mac	python3	0.0148468017578125
22	mac	python3	0.014803886413574219
22	mac	python3	0.014836788177490234
23	mac	python3	5.298933982849121
23	mac	python3	5.405559062957764
23	mac	python3	5.434011936187744
23	mac	python3	5.26529598236084
23	mac	python3	5.394218921661377
23	mac	python3	5.421877861022949
23	mac	python3	5.2734270095825195
23	mac	python3	5.4193689823150635
23	mac	python3	5.483259916305542
23	mac	python3	5.251077890396118
25	mac	python3	0.03627490997314453
25	mac	python3	0.036260128021240234
25	mac	python3	0.036253929138183594
25	mac	python3	0.03664112091064453
25	mac	python3	0.03739809989929199
25	mac	python3	0.03725886344909668
25	mac	python3	0.03623008728027344
25	mac	python3	0.036251068115234375
25	mac	python3	0.036448001861572266
25	mac	python3	0.03626608848571777
26	mac	python3	0.03352093696594238
26	mac	python3	0.03394794464111328
26	mac	python3	0.03401803970336914
26	mac	python3	0.03360700607299805
26	mac	python3	0.0327448844909668
26	mac	python3	0.03272294998168945
26	mac	python3	0.03271603584289551
26	mac	python3	0.03271794319152832
26	mac	python3	0.032798051834106445
26	mac	python3	0.033926963806152344
27	mac	python3	1.9015519618988037
27	mac	python3	1.8908400535583496
27	mac	python3	1.9072091579437256
27	mac	python3	1.8934051990509033
27	mac	python3	1.8866961002349854
27	mac	python3	1.9530928134918213
27	mac	python3	1.9690608978271484
27	mac	python3	1.9722020626068115
27	mac	python3	1.9813551902770996
27	mac	python3	1.9687860012054443
28	mac	python3	0.00018095970153808594
28	mac	python3	0.0001800060272216797
28	mac	python3	0.00017714500427246094
28	mac	python3	0.00017595291137695312
28	mac	python3	0.00017690658569335938
28	mac	python3	0.00017714500427246094
28	mac	python3	0.00017690658569335938
28	mac	python3	0.00017714500427246094
28	mac	python3	0.00017690658569335938
28	mac	python3	0.00017595291137695312
29	mac	python3	0.010302066802978516
29	mac	python3	0.010307073593139648
29	mac	python3	0.010303974151611328
29	mac	python3	0.010416030883789062
29	mac	python3	0.010322809219360352
29	mac	python3	0.010306835174560547
29	mac	python3	0.010303974151611328
29	mac	python3	0.01028895378112793
29	mac	python3	0.01029515266418457
29	mac	python3	0.010307073593139648
30	mac	python3	6.5424981117248535
30	mac	python3	6.613023996353149
30	mac	python3	6.799993991851807
30	mac	python3	6.537674903869629
30	mac	python3	6.1570680141448975
30	mac	python3	6.118222951889038
30	mac	python3	6.219179153442383
30	mac	python3	6.166930198669434
30	mac	python3	6.004265069961548
30	mac	python3	6.053854942321777
31	mac	python3	0.00022411346435546875
31	mac	python3	0.00022220611572265625
31	mac	python3	0.0002219676971435547
31	mac	python3	0.0002219676971435547
31	mac	python3	0.0002219676971435547
31	mac	python3	0.0002219676971435547
31	mac	python3	0.00022292137145996094
31	mac	python3	0.00022292137145996094
31	mac	python3	0.0002219676971435547
31	mac	python3	0.00022292137145996094
